Plot 3 2021-06-28T151158668.fcf

,,,,El1.Average,El2.Average,El3.Average
Emissivity,,,,0.30000001192092896,0.30000001192092896,0.30000001192092896
Distance,,,,0.30000001192092896,0.30000001192092896,0.30000001192092896
Reflected temperature,,,,22.9999942779541,22.9999942779541,22.9999942779541
Location X,,,,148,250,351
Location Y,,,,242,244,245
Size X,,,,19,17,17
Size Y,,,,14,14,12
Surface (pixels),,,,199,175,151

Date,Time,Milliseconds,Relative time,El1.Average,El2.Average,El3.Average
28/06/2021,15:40:05,000,1686.56,290.681987819959,300.502330845424,296.446866269143
28/06/2021,15:40:05,160,1686.72,290.617186579872,300.514887520926,296.336417090814
28/06/2021,15:40:05,320,1686.88,290.704985805492,300.61996320452,296.473938796694
28/06/2021,15:40:05,480,1687.04,290.660472927381,300.528229282924,296.392257589378
28/06/2021,15:40:05,640,1687.2,290.625644089589,300.54321132115,296.403113358858
28/06/2021,15:40:05,800,1687.36,290.572872296051,300.509058140346,296.403912070571
28/06/2021,15:40:05,960,1687.52,290.557745391999,300.511603306362,296.378601478425
28/06/2021,15:40:06,120,1687.68,290.553748356038,300.471917375837,296.354614662019
28/06/2021,15:40:06,280,1687.84,290.561467463048,300.45204398019,296.408936355288
28/06/2021,15:40:06,440,1688,290.688927731921,300.591437639509,296.412418794948
28/06/2021,15:40:06,600,1688.16,290.613239077467,300.526937430246,296.402688335899
28/06/2021,15:40:06,760,1688.32,290.634156040211,300.522689557757,296.364263673492
28/06/2021,15:40:06,920,1688.48,290.675109096508,300.568455287388,296.314787403637
28/06/2021,15:40:07,080,1688.64,290.569512142009,300.473045654297,296.322748247361
28/06/2021,15:40:07,240,1688.8,290.577650980734,300.415020751953,296.302870188328
28/06/2021,15:40:07,400,1688.96,290.497646465972,300.414230608259,296.216281107719
28/06/2021,15:40:07,560,1689.12,290.544772200848,300.426635393415,296.286779744736
28/06/2021,15:40:07,720,1689.28,290.481573670354,300.425036272321,296.232144387353
28/06/2021,15:40:07,880,1689.44,290.540417388456,300.41251726423,296.271657577414
28/06/2021,15:40:08,040,1689.6,290.522165269708,300.417523193359,296.209800669689
28/06/2021,15:40:08,200,1689.76,290.449525459328,300.384427315848,296.223501849648
28/06/2021,15:40:08,360,1689.92,290.500061955284,300.390027204241,296.085691944653
28/06/2021,15:40:08,520,1690.08,290.461949794137,300.36032749721,296.211828168654
28/06/2021,15:40:08,680,1690.24,290.469272172631,300.386488385882,296.110064373901
28/06/2021,15:40:08,840,1690.4,290.400845474933,300.277192557199,296.082745886796
28/06/2021,15:40:09,000,1690.56,290.37077676591,300.300208217076,296.151720261732
28/06/2021,15:40:09,160,1690.72,290.337037206295,300.29347882952,296.094023647687
28/06/2021,15:40:09,320,1690.88,290.305902068938,300.251309988839,296.112502344397
28/06/2021,15:40:09,480,1691.04,290.237017147505,300.219934953962,296.088388607202
28/06/2021,15:40:09,640,1691.2,290.264297101965,300.220843505859,295.998082243054
28/06/2021,15:40:09,800,1691.36,290.281495827526,300.129713309152,295.9928002768
28/06/2021,15:40:09,960,1691.52,290.181879551566,300.088720877511,295.907220903611
28/06/2021,15:40:10,120,1691.68,290.158421962105,300.117639857701,295.88351521271
28/06/2021,15:40:10,280,1691.84,290.136256078979,300.019950823103,295.84692605126
28/06/2021,15:40:10,440,1692,290.157358907575,299.954771728516,295.703936444213
28/06/2021,15:40:10,600,1692.16,290.163776953616,300.051647251674,295.857593460588
28/06/2021,15:40:10,760,1692.32,290.007447209191,299.944886474609,295.633755715478
28/06/2021,15:40:10,920,1692.48,290.1018090943,299.951887555804,295.733390555476
28/06/2021,15:40:11,080,1692.64,290.04201749102,300.058529575893,295.674068425665
28/06/2021,15:40:11,240,1692.8,290.08471204288,299.891258544922,295.690218893897
28/06/2021,15:40:11,400,1692.96,290.040189350071,299.982982875279,295.680474691833
28/06/2021,15:40:11,560,1693.12,290.125790236583,300.058543003627,295.731771709114
28/06/2021,15:40:11,720,1693.28,289.989249838057,299.92666242327,295.549905334877
28/06/2021,15:40:11,880,1693.44,290.05263147402,299.924159981864,295.642154718866
28/06/2021,15:40:12,040,1693.6,289.99291976852,299.835869489397,295.536977805839
28/06/2021,15:40:12,200,1693.76,289.798651613782,299.669477364676,295.450736948986
28/06/2021,15:40:12,360,1693.92,289.835811289112,299.641406947545,295.451967757269
28/06/2021,15:40:12,520,1694.08,289.798220227112,299.645167236328,295.411217291624
28/06/2021,15:40:12,680,1694.24,289.800604125363,299.624381277902,295.379364013672
28/06/2021,15:40:12,840,1694.4,289.681164458768,299.550023193359,295.312836501772
28/06/2021,15:40:13,000,1694.56,289.724385017127,299.546633300781,295.357633881222
28/06/2021,15:40:13,160,1694.72,289.691462837871,299.516993582589,295.229847889073
28/06/2021,15:40:13,320,1694.88,289.708110866834,299.517092982701,295.192634228839
28/06/2021,15:40:13,480,1695.04,289.723619930708,299.492477852958,295.19631715484
28/06/2021,15:40:13,640,1695.2,289.662409336723,299.461775251116,295.223510944291
28/06/2021,15:40:13,800,1695.36,289.665738666477,299.536292201451,295.199909740726
28/06/2021,15:40:13,960,1695.52,289.575259261395,299.518395647321,295.141724239122
28/06/2021,15:40:14,120,1695.68,289.579538163228,299.416406773158,295.106444908294
28/06/2021,15:40:14,280,1695.84,289.592066012435,299.431017020089,295.131860594086
28/06/2021,15:40:14,440,1696,289.479824967121,299.350578787667,295.044439858948
28/06/2021,15:40:14,600,1696.16,289.454953754368,299.392181222098,295.158179681033
28/06/2021,15:40:14,760,1696.32,289.594170038425,299.355871930804,295.085268538519
28/06/2021,15:40:14,920,1696.48,289.527538510423,299.317356305804,295.043006341189
28/06/2021,15:40:15,080,1696.64,289.493466324543,299.287333461217,294.986781240299
28/06/2021,15:40:15,240,1696.8,289.448115516548,299.272656075614,294.959435065061
28/06/2021,15:40:15,400,1696.96,289.368376612064,299.191206577846,294.887563743339
28/06/2021,15:40:15,560,1697.12,289.426188559987,299.294863455636,294.916643155332
28/06/2021,15:40:15,720,1697.28,289.389941958327,299.155516183036,294.885609607823
28/06/2021,15:40:15,880,1697.44,289.450552168803,299.194926060268,294.886542920245
28/06/2021,15:40:16,040,1697.6,289.346715265782,299.198178362165,294.864625842366
28/06/2021,15:40:16,200,1697.76,289.442411949886,299.196856689453,294.884316349661
28/06/2021,15:40:16,360,1697.92,289.341888581089,299.053479352679,294.830404723717
28/06/2021,15:40:16,520,1698.08,289.387956015429,299.048338274275,294.752554786126
28/06/2021,15:40:16,680,1698.24,288.738166847421,298.570160609654,294.234890767281
28/06/2021,15:40:16,840,1698.4,288.748751999745,298.499791782924,294.199205411191
28/06/2021,15:40:17,000,1698.56,288.720864760816,298.548777029855,294.173951610035
28/06/2021,15:40:17,160,1698.72,288.653609079332,298.494728306362,294.228321201754
28/06/2021,15:40:17,320,1698.88,288.658455240068,298.457096993583,294.095953530823
28/06/2021,15:40:17,480,1699.04,288.678549455039,298.486348702567,294.229312517785
28/06/2021,15:40:17,640,1699.2,288.636358826604,298.426422816685,294.157521228917
28/06/2021,15:40:17,800,1699.36,288.64033531304,298.433590087891,294.167130223963
28/06/2021,15:40:17,960,1699.52,288.699980155906,298.439932512556,294.136336977119
28/06/2021,15:40:18,120,1699.68,288.702929166094,298.486456124442,294.184584661825
28/06/2021,15:40:18,280,1699.84,288.546904290741,298.398409423828,294.093189770023
28/06/2021,15:40:18,440,1700,288.65990076113,298.407975202288,294.135599502665
28/06/2021,15:40:18,600,1700.16,288.544589555443,298.351700962612,294.075104366075
28/06/2021,15:40:18,760,1700.32,288.539244225277,298.284464111328,294.009037447292
28/06/2021,15:40:18,920,1700.48,288.613072687657,298.347598179408,294.048451202595
28/06/2021,15:40:19,080,1700.64,288.560987002886,298.25346836635,294.008716507463
28/06/2021,15:40:19,240,1700.8,288.597358741952,298.233545793806,293.986948783824
28/06/2021,15:40:19,400,1700.96,288.605652315533,298.278404366629,294.094766174721
28/06/2021,15:40:19,560,1701.12,288.59263403811,298.243105294364,293.984163397985
28/06/2021,15:40:19,720,1701.28,288.529504977279,298.26766078404,294.002448075655
28/06/2021,15:40:19,880,1701.44,288.416701273702,298.201188267299,293.902350419405
28/06/2021,15:40:20,040,1701.6,288.496521609512,298.226624058315,293.948801609065
28/06/2021,15:40:20,200,1701.76,288.413617004701,298.090482526507,293.900178416675
28/06/2021,15:40:20,360,1701.92,288.386682865009,298.100051269531,293.789481257761
28/06/2021,15:40:20,520,1702.08,288.378120614057,298.067271728516,293.756693454768
28/06/2021,15:40:20,680,1702.24,288.4016614751,298.010738002232,293.812317500841
28/06/2021,15:40:20,840,1702.4,288.410792671855,298.069440743583,293.901115569058
28/06/2021,15:40:21,000,1702.56,288.37667723996,298.00980922154,293.77085947201
28/06/2021,15:40:21,160,1702.72,288.363316368218,297.954054827009,293.745037154646
28/06/2021,15:40:21,320,1702.88,288.296340405642,297.939886474609,293.678043390741
28/06/2021,15:40:21,480,1703.04,288.355602781976,297.978819231306,293.751672403702
28/06/2021,15:40:21,640,1703.2,288.304660049515,297.88275163923,293.754578040925
28/06/2021,15:40:21,800,1703.36,288.281430958503,297.905411202567,293.660131391311
28/06/2021,15:40:21,960,1703.52,288.276186075642,297.937981305804,293.744672560534
28/06/2021,15:40:22,120,1703.68,287.993024203047,297.552553013393,293.359319421629
28/06/2021,15:40:22,280,1703.84,287.766419683869,297.437124895368,293.114723458195
28/06/2021,15:40:22,440,1704,287.802020509039,297.410473109654,293.223566320558
28/06/2021,15:40:22,600,1704.16,287.756763707453,297.320990687779,293.18800101375
28/06/2021,15:40:22,760,1704.32,287.791700660284,297.460231236049,293.205944945481
28/06/2021,15:40:22,920,1704.48,287.761321254711,297.377958112444,293.16547883899
28/06/2021,15:40:23,080,1704.64,287.789743241353,297.397179652623,293.097194242162
28/06/2021,15:40:23,240,1704.8,287.667537209976,297.370142299107,293.138569206591
28/06/2021,15:40:23,400,1704.96,287.693976014104,297.3003125,293.04717310217
28/06/2021,15:40:23,560,1705.12,287.691962620721,297.262323521205,293.019025385775
28/06/2021,15:40:23,720,1705.28,287.669504903669,297.273494001116,292.99272044605
28/06/2021,15:40:23,880,1705.44,287.727592889987,297.162294747489,292.92339986839
28/06/2021,15:40:24,040,1705.6,287.665854295894,297.174608503069,292.910753464857
28/06/2021,15:40:24,200,1705.76,287.574263376207,297.216025216239,292.89339381338
28/06/2021,15:40:24,360,1705.92,287.651523149193,297.193843819754,292.770500940992
28/06/2021,15:40:24,520,1706.08,287.528341168734,297.094405168806,292.796575685211
28/06/2021,15:40:24,680,1706.24,287.57153535009,297.081463099888,292.710587659419
28/06/2021,15:40:24,840,1706.4,287.512585357206,296.999806431362,292.677777220871
28/06/2021,15:40:25,000,1706.56,287.540745260727,296.992977643694,292.676746090516
28/06/2021,15:40:25,160,1706.72,287.470700057907,297.021028878348,292.68342458965
28/06/2021,15:40:25,320,1706.88,287.525870778453,297.017508893694,292.62110203623
28/06/2021,15:40:25,480,1707.04,287.421500661265,296.99370867048,292.614343706346
28/06/2021,15:40:25,640,1707.2,287.458951403747,296.949723597935,292.533054781276
28/06/2021,15:40:25,800,1707.36,287.392048591345,296.945381731306,292.517853591616
28/06/2021,15:40:25,960,1707.52,287.420005299937,296.966186523438,292.589515736561
28/06/2021,15:40:26,120,1707.68,287.391443913905,296.885857631138,292.463460151723
28/06/2021,15:40:26,280,1707.84,287.379765649537,296.927123500279,292.49457595522
28/06/2021,15:40:26,440,1708,287.395886291811,296.733518763951,292.498802538739
28/06/2021,15:40:26,600,1708.16,287.343432249136,296.698863002232,292.455715356284
28/06/2021,15:40:26,760,1708.32,287.398221883343,296.781200997489,292.458775198223
28/06/2021,15:40:26,920,1708.48,287.353330219211,296.754964076451,292.356861038713
28/06/2021,15:40:27,080,1708.64,287.352173618336,296.704640764509,292.438836104033
28/06/2021,15:40:27,240,1708.8,287.357065325406,296.69662562779,292.391005156056
28/06/2021,15:40:27,400,1708.96,287.309729494641,296.664678083147,292.344988690307
28/06/2021,15:40:27,560,1709.12,287.263158136876,296.594358607701,292.286215068489
28/06/2021,15:40:27,720,1709.28,287.237538706717,296.550434047154,292.304603829289
28/06/2021,15:40:27,880,1709.44,287.311109686617,296.541989397321,292.270779237052
28/06/2021,15:40:28,040,1709.6,287.258322864322,296.548516845703,292.247648933865
28/06/2021,15:40:28,200,1709.76,287.236361249607,296.560234200614,292.22701884895
28/06/2021,15:40:28,360,1709.92,287.177301914848,296.48915562221,292.179063001216
28/06/2021,15:40:28,520,1710.08,287.183117737123,296.45064906529,292.176178989031
28/06/2021,15:40:28,680,1710.24,287.108392303313,296.421467459542,292.091422579936
28/06/2021,15:40:28,840,1710.4,287.119121609022,296.334720807757,292.086462361923
28/06/2021,15:40:29,000,1710.56,287.123812421482,296.354057617187,292.134957623008
28/06/2021,15:40:29,160,1710.72,287.083893128975,296.209243338449,291.996746341124
28/06/2021,15:40:29,320,1710.88,287.160803099973,296.345913609096,292.163865045206
28/06/2021,15:40:29,480,1711.04,287.06949803338,296.37158429827,292.146406767384
28/06/2021,15:40:29,640,1711.2,287.061787974295,296.384178815569,292.192291259766
28/06/2021,15:40:29,800,1711.36,287.139584181896,296.382250802176,292.031244543214
28/06/2021,15:40:29,960,1711.52,287.163389119671,296.367699672154,292.134204384507
28/06/2021,15:40:30,120,1711.68,287.058032011866,296.313167898996,292.008555835446
28/06/2021,15:40:30,280,1711.84,287.120918312264,296.348026646205,292.136319394143
28/06/2021,15:40:30,440,1712,287.049589684261,296.212734898158,291.940307617188
28/06/2021,15:40:30,600,1712.16,287.056194976347,296.183862130301,292.023741665265
28/06/2021,15:40:30,760,1712.32,287.102098627905,296.213012695313,292.013698552618
28/06/2021,15:40:30,920,1712.48,287.079158303726,296.316783796038,292.050730522105
28/06/2021,15:40:31,080,1712.64,287.095216837361,296.242949044364,292.00382136667
28/06/2021,15:40:31,240,1712.8,287.073520526215,296.234478934152,292.014796377018
28/06/2021,15:40:31,400,1712.96,286.870468062971,295.908062569754,291.749151975114
28/06/2021,15:40:31,560,1713.12,286.809239373135,295.89459437779,291.69647034904
28/06/2021,15:40:31,720,1713.28,286.826283210486,295.954287283761,291.833694559059
28/06/2021,15:40:31,880,1713.44,286.771521946893,295.946599644252,291.63844976362
28/06/2021,15:40:32,040,1713.6,286.754512921051,295.978797956194,291.696728434784
28/06/2021,15:40:32,200,1713.76,286.769640285166,295.893034319196,291.691185351239
28/06/2021,15:40:32,360,1713.92,286.748208510816,295.833894566127,291.659147957303
28/06/2021,15:40:32,520,1714.08,286.697415759216,295.878777378627,291.700181771588
28/06/2021,15:40:32,680,1714.24,286.800589249961,295.845673304967,291.75905907233
28/06/2021,15:40:32,840,1714.4,286.724391304668,295.802737688337,291.621864369373
28/06/2021,15:40:33,000,1714.56,286.675609799486,295.745336042132,291.615063597824
28/06/2021,15:40:33,160,1714.72,286.778040440238,295.687560686384,291.560318700525
28/06/2021,15:40:33,320,1714.88,286.598601068085,295.622049734933,291.558975320778
28/06/2021,15:40:33,480,1715.04,286.764431440651,295.738627057757,291.5673828125
28/06/2021,15:40:33,640,1715.2,286.682995360101,295.665441371373,291.588283513555
28/06/2021,15:40:33,800,1715.36,286.718549565454,295.627384730748,291.584441330259
28/06/2021,15:40:33,960,1715.52,286.723176122311,295.594041399275,291.651098390289
28/06/2021,15:40:34,120,1715.68,286.720549003563,295.630171770368,291.59514976653
28/06/2021,15:40:34,280,1715.84,286.669652277501,295.54993233817,291.503539634856
28/06/2021,15:40:34,440,1716,286.689088294254,295.48297694615,291.486800642203
28/06/2021,15:40:34,600,1716.16,286.609914194998,295.526433628627,291.559063639862
28/06/2021,15:40:34,760,1716.32,286.570452512808,295.459860491071,291.450618920737
28/06/2021,15:40:34,920,1716.48,286.611067115362,295.412448032924,291.543568794301
28/06/2021,15:40:35,080,1716.64,286.553455755339,295.411621616908,291.437677244477
28/06/2021,15:40:35,240,1716.8,286.531435865853,295.302449776786,291.4426572686
28/06/2021,15:40:35,400,1716.96,286.605045031064,295.399145507812,291.505498822951
28/06/2021,15:40:35,560,1717.12,286.598360301262,295.339093017578,291.498585075732
28/06/2021,15:40:35,720,1717.28,286.509280257489,295.246328473772,291.378432722281
28/06/2021,15:40:35,880,1717.44,286.569175221812,295.212887834821,291.34773345341
28/06/2021,15:40:36,040,1717.6,286.566449189306,295.250161830357,291.368989856038
28/06/2021,15:40:36,200,1717.76,286.463172797582,295.233858293806,291.424006784199
28/06/2021,15:40:36,360,1717.92,286.480181516714,295.210814557757,291.380562485449
28/06/2021,15:40:36,520,1718.08,286.448465011827,295.026486816406,291.31752004055
28/06/2021,15:40:36,680,1718.24,286.479251880742,295.071541922433,291.386910343802
28/06/2021,15:40:36,840,1718.4,286.453885332424,295.029411097935,291.284006889293
28/06/2021,15:40:37,000,1718.56,286.463183685763,295.044390345982,291.413980850321
28/06/2021,15:40:37,160,1718.72,286.486104380545,295.07283203125,291.414254295905
28/06/2021,15:40:37,320,1718.88,286.374670440827,294.919699881417,291.232383475398
28/06/2021,15:40:37,480,1719.04,286.386802328292,294.916761823382,291.263864883524
28/06/2021,15:40:37,640,1719.2,286.388238034656,294.906606968471,291.310934104667
28/06/2021,15:40:37,800,1719.36,286.435385699248,294.805925292969,291.233011409936
28/06/2021,15:40:37,960,1719.52,286.37662233899,294.82848336356,291.307645077737
28/06/2021,15:40:38,120,1719.68,286.309193673445,294.697918526786,291.107270297625
28/06/2021,15:40:38,280,1719.84,286.460909742806,294.793229806083,291.289078264047
28/06/2021,15:40:38,440,1720,286.401661628455,294.760390450614,291.301575717547
28/06/2021,15:40:38,600,1720.16,286.431279321412,294.702517787388,291.306661845832
28/06/2021,15:40:38,760,1720.32,286.397169563639,294.651802978516,291.233299609052
28/06/2021,15:40:38,920,1720.48,286.443030275891,294.677891148158,291.329955044172
28/06/2021,15:40:39,080,1720.64,286.464060874441,294.65030430385,291.285477998241
28/06/2021,15:40:39,240,1720.8,286.391143032055,294.648514055525,291.363365931227
28/06/2021,15:40:39,400,1720.96,286.381982391204,294.58254725865,291.30474752464
28/06/2021,15:40:39,560,1721.12,286.381126058761,294.576645507812,291.356216531716
28/06/2021,15:40:39,720,1721.28,286.344208223736,294.540952148438,291.352169617912
28/06/2021,15:40:39,880,1721.44,286.335224860877,294.534326346261,291.32488003156
28/06/2021,15:40:40,040,1721.6,286.263549191269,294.46716116769,291.269556512896
28/06/2021,15:40:40,200,1721.76,286.309868127257,294.515424979074,291.276757448714
28/06/2021,15:40:40,360,1721.92,286.334223454921,294.487353166853,291.319308249366
28/06/2021,15:40:40,520,1722.08,286.340474804442,294.449426443917,291.345417755329
28/06/2021,15:40:40,680,1722.24,286.254765036118,294.405897216797,291.336423153909
28/06/2021,15:40:40,840,1722.4,286.199046379358,294.29344430106,291.212875467263
28/06/2021,15:40:41,000,1722.56,286.176122004063,294.187917306083,291.230780190979
28/06/2021,15:40:41,160,1722.72,286.252764217818,294.220205601284,291.275920741605
28/06/2021,15:40:41,320,1722.88,286.330711633117,294.296125662667,291.276277655797
28/06/2021,15:40:41,480,1723.04,286.446381228653,294.390523332868,291.443235687862
28/06/2021,15:40:41,640,1723.2,286.377263054776,294.347351771763,291.42157184525
28/06/2021,15:40:41,800,1723.36,286.333055659155,294.318906947545,291.417293119115
28/06/2021,15:40:41,960,1723.52,286.363630745279,294.285330461775,291.434273827155
28/06/2021,15:40:42,120,1723.68,286.488065633343,294.343033621652,291.515901477132
28/06/2021,15:40:42,280,1723.84,286.322074698443,294.183998151507,291.298256375142
28/06/2021,15:40:42,440,1724,286.369419883843,294.219025878906,291.454554475696
28/06/2021,15:40:42,600,1724.16,286.15253084269,294.003757672991,291.215893473846
28/06/2021,15:40:42,760,1724.32,286.073714519865,293.96676688058,291.226756923246
28/06/2021,15:40:42,920,1724.48,286.160674282055,293.90175101144,291.123017367938
28/06/2021,15:40:43,080,1724.64,286.120397213116,293.872018694196,291.183990074309
28/06/2021,15:40:43,240,1724.8,286.221382332807,293.877798374721,291.265731508369
28/06/2021,15:40:43,400,1724.96,286.171006859247,293.897198486328,291.247761707432
28/06/2021,15:40:43,560,1725.12,286.144624796345,293.822488839286,291.203841253622
28/06/2021,15:40:43,720,1725.28,286.179393365755,293.857847551618,291.268280029297
28/06/2021,15:40:43,880,1725.44,286.147024643481,293.753657575335,291.227104338589
28/06/2021,15:40:44,040,1725.6,286.112283831266,293.723239048549,291.212933066665
28/06/2021,15:40:44,200,1725.76,286.166286295982,293.835243617467,291.221895735785
28/06/2021,15:40:44,360,1725.92,286.062964204568,293.711792166574,291.211639202194
28/06/2021,15:40:44,520,1726.08,286.166918577261,293.709754638672,291.261157307404
28/06/2021,15:40:44,680,1726.24,286.175330847352,293.746407296317,291.282359142177
28/06/2021,15:40:44,840,1726.4,286.140696769983,293.720886056083,291.319753482642
28/06/2021,15:40:45,000,1726.56,286.158769923838,293.623543875558,291.234428153133
28/06/2021,15:40:45,160,1726.72,286.186128395886,293.590151890346,291.246756648386
28/06/2021,15:40:45,320,1726.88,286.192761445165,293.656831229074,291.294758575642
28/06/2021,15:40:45,480,1727.04,286.130381521867,293.635228794643,291.251130160906
28/06/2021,15:40:45,640,1727.2,286.178301633902,293.659736328125,291.288977010361
28/06/2021,15:40:45,800,1727.36,286.111535153796,293.569777483259,291.275231974014
28/06/2021,15:40:45,960,1727.52,286.149105052852,293.571872384208,291.187754245783
28/06/2021,15:40:46,120,1727.68,286.199908232569,293.553547537667,291.285307827375
28/06/2021,15:40:46,280,1727.84,286.160091994396,293.566569126674,291.236401892656
28/06/2021,15:40:46,440,1728,286.114965850983,293.526819196429,291.260341416921
28/06/2021,15:40:46,600,1728.16,286.088652337616,293.569806082589,291.309684096583
28/06/2021,15:40:46,760,1728.32,286.164008825868,293.463412737165,291.194921026167
28/06/2021,15:40:46,920,1728.48,286.043064903374,293.434782017299,291.24713862337
28/06/2021,15:40:47,080,1728.64,286.223408607981,293.430835484096,291.270732349118
28/06/2021,15:40:47,240,1728.8,286.182556765762,293.451977015904,291.235394812578
28/06/2021,15:40:47,400,1728.96,286.208504528257,293.38259765625,291.284755681524
28/06/2021,15:40:47,560,1729.12,286.276389423926,293.480325055804,291.479317974571
28/06/2021,15:40:47,720,1729.28,286.256847592454,293.481025216239,291.437289004294
28/06/2021,15:40:47,880,1729.44,286.276152490971,293.505792759487,291.382637276555
28/06/2021,15:40:48,040,1729.6,286.29409130614,293.502891322545,291.438180481361
28/06/2021,15:40:48,200,1729.76,286.296603868954,293.502087402344,291.499808406198
28/06/2021,15:40:48,360,1729.92,286.403673948355,293.553292410714,291.531247170556
28/06/2021,15:40:48,520,1730.08,286.371649660657,293.632678571429,291.603088176803
28/06/2021,15:40:48,680,1730.24,286.320726864302,293.455406494141,291.47994469649
28/06/2021,15:40:48,840,1730.4,286.366326720271,293.421915108817,291.566790852326
28/06/2021,15:40:49,000,1730.56,286.227725388417,293.330937674386,291.416231875388
28/06/2021,15:40:49,160,1730.72,286.297942195106,293.4213558524,291.428855239161
28/06/2021,15:40:49,320,1730.88,286.345920121849,293.4269253976,291.533958788739
28/06/2021,15:40:49,480,1731.04,286.25969722882,293.339261823382,291.442952339223
28/06/2021,15:40:49,640,1731.2,286.180629711055,293.185340401786,291.301516501319
28/06/2021,15:40:49,800,1731.36,286.12779749578,293.151568254743,291.289393342883
28/06/2021,15:40:49,960,1731.52,286.217982153198,293.168916364397,291.378432318075
28/06/2021,15:40:50,120,1731.68,286.22105200686,293.260943777902,291.302176166054
28/06/2021,15:40:50,280,1731.84,286.174060150607,293.178054722377,291.338497742912
28/06/2021,15:40:50,440,1732,286.188567501816,293.084311174665,291.355493406586
28/06/2021,15:40:50,600,1732.16,286.184922108099,293.090838797433,291.357878426053
28/06/2021,15:40:50,760,1732.32,286.18957841576,293.153592878069,291.416353541494
28/06/2021,15:40:50,920,1732.48,286.28480966846,293.151785365513,291.381149999353
28/06/2021,15:40:51,080,1732.64,286.289444353113,293.115475899833,291.505761152861
28/06/2021,15:40:51,240,1732.8,286.289119547935,293.140099225725,291.444809869425
28/06/2021,15:40:51,400,1732.96,286.212046100866,293.14126726423,291.436382975799
28/06/2021,15:40:51,560,1733.12,286.183300535883,293.057295793806,291.42547102164
28/06/2021,15:40:51,720,1733.28,286.194149764938,293.008839808873,291.43373865797
28/06/2021,15:40:51,880,1733.44,286.229504455873,293.047416120257,291.519740224674
28/06/2021,15:40:52,040,1733.6,286.213509411069,292.903727504185,291.449097083894
28/06/2021,15:40:52,200,1733.76,286.321816909253,292.90904070173,291.40931691555
28/06/2021,15:40:52,360,1733.92,286.255230927587,292.885621686663,291.437048905733
28/06/2021,15:40:52,520,1734.08,286.241291602053,292.836269008092,291.494123244128
28/06/2021,15:40:52,680,1734.24,286.210593832198,292.901381835938,291.482792128001
28/06/2021,15:40:52,840,1734.4,286.223320889114,292.766520472935,291.418540499858
28/06/2021,15:40:53,000,1734.56,286.243487794196,292.812362932478,291.461214179235
28/06/2021,15:40:53,160,1734.72,286.286725374922,292.835969238281,291.503519626643
28/06/2021,15:40:53,320,1734.88,286.265659811509,292.857318638393,291.502602482474
28/06/2021,15:40:53,480,1735.04,285.644597039151,292.230908203125,291.022974077439
28/06/2021,15:40:53,640,1735.2,285.678045224904,292.17966570173,290.905825583351
28/06/2021,15:40:53,800,1735.36,285.668117810733,292.141251743862,290.941170799811
28/06/2021,15:40:53,960,1735.52,285.675211384069,292.080797293527,290.898397685676
28/06/2021,15:40:54,120,1735.68,285.66003525317,292.081691894531,290.878775085045
28/06/2021,15:40:54,280,1735.84,285.641569204666,292.024839564732,290.845781743132
28/06/2021,15:40:54,440,1736,285.687546006399,292.028160051618,290.898054716603
28/06/2021,15:40:54,600,1736.16,285.733026245731,292.00775844029,290.915120307973
28/06/2021,15:40:54,760,1736.32,285.7822857574,292.007410888672,290.831603195494
28/06/2021,15:40:54,920,1736.48,285.745766644502,291.931805594308,290.992923963938
28/06/2021,15:40:55,080,1736.64,285.748304050771,291.965239606585,290.846435748978
28/06/2021,15:40:55,240,1736.8,285.685253967592,291.842579345703,290.846829850153
28/06/2021,15:40:55,400,1736.96,285.747156957885,291.82401436942,290.902853454186
28/06/2021,15:40:55,560,1737.12,285.696720909234,291.788621303013,290.775595153404
28/06/2021,15:40:55,720,1737.28,285.712980490833,291.862155412946,290.842710583415
28/06/2021,15:40:55,880,1737.44,285.643261013319,291.737369384766,290.841551521756
28/06/2021,15:40:56,040,1737.6,285.689766275224,291.736623883929,290.8688789014
28/06/2021,15:40:56,200,1737.76,285.692872013878,291.7146875,290.896287324413
28/06/2021,15:40:56,360,1737.92,285.696543171178,291.642471051897,290.918892765677
28/06/2021,15:40:56,520,1738.08,285.722290039063,291.66277117048,290.90583831585
28/06/2021,15:40:56,680,1738.24,285.718068798583,291.729904087612,290.948670242006
28/06/2021,15:40:56,840,1738.4,285.709608068418,291.607120012556,290.856375789011
28/06/2021,15:40:57,000,1738.56,285.759528998754,291.580787702288,290.866076943101
28/06/2021,15:40:57,160,1738.72,285.803009953331,291.640632672991,290.953896225683
28/06/2021,15:40:57,320,1738.88,285.838607558054,291.735975516183,290.980538071386
28/06/2021,15:40:57,480,1739.04,285.669295727907,291.590630580357,290.90700829108
28/06/2021,15:40:57,640,1739.2,285.868724420442,291.554782540458,291.07848433943
28/06/2021,15:40:57,800,1739.36,285.830471479713,291.606940569196,291.052746703293
28/06/2021,15:40:57,960,1739.52,285.887342903482,291.567647356306,291.014879845626
28/06/2021,15:40:58,120,1739.68,285.847006792998,291.59813999721,290.985011827077
28/06/2021,15:40:58,280,1739.84,286.010730532546,291.577358049665,291.101931742485
28/06/2021,15:40:58,440,1740,285.902090868159,291.445700683594,291.023959734582
